DexNum,Name,BaseStats,Types,CatchRate,EvoStage,Evs,WildHeldItem1,WildHeldItem2,WildHeldItem3,Gender(N=-1),HatchCycles,BaseFriendship,EXPGrowth,EggGroup1,EggGroup2,Ability1,Ability2,AbilityH,FormSprite,FormCount,Color,IsPresentInGame,BaseEXP,DexHeight_Weight,fields_sec1,Icon,"unused(4E,50)",fields_sec2,EvoBaseID,FormIndex,IsGalarianForm,IsBoxLegend,DexNumber,field_sec3,Unknown,field_sec4,Unused(A6)
#689,Barbaracle,72~105~115~68~54~86,ROCK!WATER,45,2,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_3,egggroup.egg_group_water_3,ability.tough_claws,ability.sniper,ability.pickpocket,0,1,5,1,66,130!960,0!131!233!139!179!42!97!14!2!16!10!64!2!0!0!0!0!0!241!4!80!12!168!224!1!18!9!120!16!0!4!0,748,0!0,0!0,688,0,0,0,689,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!50!0!85!50!0!0!0!0!2!0!3!0!2!3!3!3!3!2!4,1~1~1~1~2~5~5~3~4~4~2~2~3~4~4,0!0!0!0!468!0!534!0!468!534,0
#690,Skrelp,50~60~60~30~60~60,POISON!WATER,0,0,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_dragon,ability.poison_point,ability.poison_touch,ability.adaptability,0,0,0,1,100,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,690,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#691,Dragalge,65~75~90~44~97~123,POISON!DRAGON,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_dragon,ability.poison_point,ability.poison_touch,ability.adaptability,0,0,0,1,58,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,691,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#692,Clauncher,50~53~62~44~58~63,WATER!WATER,0,0,0~0~0~1~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_3,ability.mega_launcher,ability.mega_launcher,ability.mega_launcher,0,0,0,1,168,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,692,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#693,Clawitzer,71~73~88~59~120~89,WATER!WATER,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_3,ability.mega_launcher,ability.mega_launcher,ability.mega_launcher,0,0,0,1,72,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,693,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#694,Helioptile,44~38~33~70~61~43,ELECTRIC!NORMAL,190,1,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_dragon,ability.dry_skin,ability.sand_veil,ability.solar_power,0,1,2,1,182,50!60,0!192!98!131!131!1!1!1!0!24!7!4!0!0!0!0!0!0!16!19!16!140!0!0!0!4!0!32!73!0!0!0,731,0!0,0!0,694,0,0,0,694,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!85!40!0!0!0!0!2!0!3!0!2!3!5!4!4!4!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!86!0!570!0!268!570,0
#695,Heliolisk,62~55~52~109~109~94,ELECTRIC!NORMAL,75,2,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_dragon,ability.dry_skin,ability.sand_veil,ability.solar_power,0,1,2,1,72,100!210,43!203!98!131!135!65!1!1!0!24!7!36!10!0!0!0!0!0!144!19!16!140!0!4!0!68!1!32!73!0!0!0,732,0!0,0!0,694,0,0,0,695,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!40!0!0!0!0!2!0!3!0!3!3!4!3!3!3!2,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!570!0!570!0!268!570,0
#696,Tyrunt,58~89~77~48~45~45,ROCK!DRAGON,0,0,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_dragon,ability.strong_jaw,ability.strong_jaw,ability.sturdy,0,0,0,1,104,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,696,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#697,Tyrantrum,82~121~119~71~69~59,ROCK!DRAGON,0,0,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_7680,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_dragon,ability.strong_jaw,ability.strong_jaw,ability.rock_head,0,0,0,1,184,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,697,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#698,Amaura,77~59~50~46~67~63,ROCK!ICE,0,0,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_7680,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_monster,ability.refrigerate,ability.refrigerate,ability.snow_warning,0,0,0,1,175,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,698,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#699,Aurorus,123~77~72~58~99~92,ROCK!ICE,0,0,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_7680,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_monster,ability.refrigerate,ability.refrigerate,ability.snow_warning,0,0,0,1,151,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,699,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#700,Sylveon,95~65~65~60~110~130,FAIRY!FAIRY,45,2,0~0~1~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_7680,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.cute_charm,ability.cute_charm,ability.pixilate,0,1,9,1,100,100!235,4!135!46!163!134!195!0!0!0!144!128!18!0!0!0!0!0!0!2!32!16!174!2!5!2!0!0!0!36!20!0!0,767,0!0,0!0,133,0,0,0,700,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!3!3!3!3!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!585!0!304!0!585!304,0
#701,Hawlucha,78~92~75~118~74~63,FIGHTING!FLYING,100,2,0~0~0~0~0~1~0,item.none,item.kings_rock,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_human_like,ability.limber,ability.unburden,ability.mold_breaker,0,1,3,1,60,80!215,107!130!96!195!134!15!17!143!0!216!0!64!0!0!0!0!0!0!129!16!48!108!160!0!33!18!37!44!40!128!8!0,761,0!0,0!0,701,0,0,0,701,0!14!0!16!0!19!0!25!0!30!0!0!0!0!45!0!40!0!85!50!0!0!0!0!2!0!2!0!3!2!4!3!3!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!560!0!560!0!14!560,0
#702,Dedenne,67~58~57~101~81~67,ELECTRIC!FAIRY,0,0,0~0~0~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_fairy,ability.cheek_pouch,ability.pickup,ability.plus,0,0,0,1,158,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,702,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#703,Carbink,50~50~150~50~50~150,ROCK!FAIRY,0,0,0~0~0~0~0~3~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_70,EGR_SLOW,egggroup.egg_group_fairy,egggroup.egg_group_mineral,ability.clear_body,ability.clear_body,ability.sturdy,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,703,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#704,Goomy,45~50~35~40~55~75,DRAGON!DRAGON,45,1,0~0~1~0~0~0~0,item.none,item.shed_shell,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_10240,BF_35,EGR_SLOW,egggroup.egg_group_dragon,egggroup.egg_group_dragon,ability.sap_sipper,ability.hydration,ability.gooey,0,1,6,1,165,30!28,0!0!96!131!134!0!32!0!0!16!0!0!0!0!0!0!64!0!2!1!80!141!0!32!0!64!0!64!0!0!0!0,763,0!0,0!0,704,0,0,0,704,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!60!0!0!0!0!2!0!3!0!3!3!4!4!4!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!352!0!330!0!406!330,0
#705,Sliggoo,68~75~53~60~83~113,DRAGON!DRAGON,45,2,0~1~0~0~0~0~0,item.none,item.shed_shell,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_10240,BF_35,EGR_SLOW,egggroup.egg_group_dragon,egggroup.egg_group_dragon,ability.sap_sipper,ability.hydration,ability.gooey,0,1,6,1,62,80!175,0!0!96!131!134!0!32!0!0!16!0!0!0!0!0!0!64!0!98!1!80!141!0!32!0!64!0!64!0!0!0!0,764,0!0,0!0,704,0,0,0,705,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!90!60!0!0!0!0!2!0!3!0!3!3!4!3!3!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!406!0!406!0!491!406,0
#706,Goodra,90~100~70~80~110~150,DRAGON!DRAGON,45,3,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_10240,BF_35,EGR_SLOW,egggroup.egg_group_dragon,egggroup.egg_group_dragon,ability.sap_sipper,ability.hydration,ability.gooey,0,1,6,1,166,200!1505,43!3!96!131!142!64!32!4!0!16!2!0!14!0!0!0!64!0!126!135!80!141!128!32!0!64!1!65!0!0!8!0,765,0!0,0!0,704,0,0,0,706,0!14!0!16!0!19!0!25!0!30!0!0!0!0!65!0!60!0!90!60!0!0!0!0!3!0!3!0!3!3!3!2!2!2!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!401!0!438!0!330!438,0
#707,Klefki,57~80~91~75~80~87,STEEL!FAIRY,0,0,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_mineral,egggroup.egg_group_mineral,ability.prankster,ability.prankster,ability.magician,0,0,0,1,67,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,707,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#708,Phantump,43~70~48~38~50~60,GHOST!GRASS,120,1,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_grass,egggroup.egg_group_amorphous,ability.natural_cure,ability.frisk,ability.harvest,0,1,5,1,173,40!70,0!140!236!147!196!16!0!0!66!48!66!0!0!0!0!0!0!0!0!8!16!12!66!1!0!14!2!32!10!8!0!0,702,0!0,0!0,708,0,0,0,708,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!2!0!2!0!3!2!5!4!4!4!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!174!0!174!0!73!174,0
#709,Trevenant,85~110~76~56~65~82,GHOST!GRASS,60,2,0~0~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_grass,egggroup.egg_group_amorphous,ability.natural_cure,ability.frisk,ability.harvest,0,1,5,1,61,150!710,0!143!236!147!196!16!0!128!66!48!66!0!2!0!0!0!0!0!0!12!16!12!66!1!2!30!131!32!10!8!0!0,703,0!0,0!0,708,0,0,0,709,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!95!50!0!0!0!0!2!0!3!0!1!3!3!3!3!2!2,1~1~1~1~1~5~5~4~4~4~2~2~4~4~4,0!0!0!0!421!0!421!0!275!421,0
#710,Pumpkaboo,49~66~70~51~44~55,GHOST!GRASS,120,1,0~0~2~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_amorphous,egggroup.egg_group_amorphous,ability.pickup,ability.frisk,ability.insomnia,1100,4,5,1,180,40!50,0!8!234!151!196!16!4!0!64!48!0!16!0!0!0!0!0!0!4!136!80!12!66!1!16!12!2!32!10!0!0!0,735,0!0,0!0,710,0,0,0,710,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!60!0!0!0!0!1!0!3!0!2!3!4!4!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!567!0!310!0!567!310,0
#711,Gourgeist,65~90~122~84~58~75,GHOST!GRASS,60,2,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_amorphous,egggroup.egg_group_amorphous,ability.pickup,ability.frisk,ability.insomnia,1103,4,5,1,49,90!125,0!11!234!151!196!16!4!0!64!48!64!16!2!0!0!0!0!0!4!136!80!12!66!1!16!12!19!33!10!0!0!0,736,0!0,0!0,710,0,0,0,711,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!100!60!0!0!0!0!2!0!3!0!2!3!4!4!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!567!0!310!0!567!310,0
#712,Bergmite,55~69~85~28~32~35,ICE!ICE,190,1,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_mineral,ability.own_tempo,ability.ice_body,ability.sturdy,0,1,1,1,187,100!995,0!0!104!139!138!0!9!0!9!16!0!0!0!0!0!0!0!0!112!0!16!12!1!64!16!0!64!8!0!0!0!0,749,0!0,0!0,712,0,0,0,712,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!50!0!0!0!0!2!0!2!0!3!2!5!4!4!4!4,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!423!0!196!0!423!196,0
#713,Avalugg,95~117~184~28~44~46,ICE!ICE,55,2,3~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_monster,egggroup.egg_group_mineral,ability.own_tempo,ability.ice_body,ability.sturdy,0,1,1,1,306,200!5050,0!3!104!139!138!0!9!0!9!16!2!0!4!0!0!0!0!0!122!4!16!12!129!64!16!0!64!140!0!64!8!0,751,0!0,0!0,712,0,0,0,713,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!2!3!3!3!3!2!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!34!0!423!0!34!423,0
#714,Noibat,40~30~35~55~45~40,FLYING!DRAGON,190,1,3~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_dragon,ability.frisk,ability.infiltrator,ability.telepathy,0,1,6,1,306,50!80,64!8!161!195!132!9!0!1!2!80!0!128!0!0!0!0!64!0!0!24!20!141!58!4!0!84!0!0!64!2!0!0,716,0!0,0!0,714,0,0,0,714,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!60!0!0!0!0!1!0!2!0!1!2!5!4!4!4!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!366!0!403!0!366!403,0
#715,Noivern,85~70~80~123~97~80,FLYING!DRAGON,45,2,3~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_dragon,ability.frisk,ability.infiltrator,ability.telepathy,0,1,6,1,270,150!850,64!11!161!195!132!9!0!1!2!80!0!128!0!0!0!0!64!0!4!24!20!141!58!132!8!84!1!0!64!2!0!0,762,0!0,0!0,714,0,0,0,715,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!3!3!2!2!2,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!406!0!586!0!542!586,0
#716,Xerneas,126~131~95~99~131~98,FAIRY!FAIRY,0,0,0~0~1~0~0~2~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.fairy_aura,ability.fairy_aura,ability.fairy_aura,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,716,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#717,Yveltal,126~131~95~99~131~98,DARK!FLYING,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.dark_aura,ability.dark_aura,ability.dark_aura,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,717,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#718,Zygarde,108~100~121~95~81~95,DRAGON!GROUND,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_NONE,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.aura_break,ability.aura_break,ability.aura_break,0,0,0,1,270,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,718,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#719,Diancie,50~100~150~50~100~150,ROCK!FAIRY,0,0,1~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_6400,BF_70,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.clear_body,ability.clear_body,ability.clear_body,0,0,0,1,64,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,719,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#720,Hoopa,80~110~60~70~150~130,PSYCHIC!GHOST,0,0,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_100,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.magician,ability.magician,ability.magician,0,0,0,1,147,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,720,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#721,Volcanion,80~110~120~70~130~90,FIRE!WATER,0,0,0~3~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_30720,BF_100,EGR_SLOW,egggroup.egg_group_undiscovered,egggroup.egg_group_undiscovered,ability.water_absorb,ability.water_absorb,ability.water_absorb,0,0,0,1,239,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,721,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#722,Rowlet,68~55~55~42~50~50,GRASS!FLYING,45,1,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.overgrow,ability.overgrow,ability.long_reach,0,1,5,1,64,30!15,0!8!42!211!132!1!0!0!2!16!0!64!0!0!0!0!1!0!1!0!16!44!0!0!4!8!22!32!32!0!0!0,841,0!0,0!0,722,0,0,0,722,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!3!0!2!0!3!2!4!4!4!3!6,1~1~1~1~2~5~5~3~3~3~2~2~3~3~3,0!0!0!0!310!0!75!0!310!75,0
#723,Dartrix,78~75~75~52~70~70,GRASS!FLYING,45,2,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M88_14F11_86,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.overgrow,ability.overgrow,ability.long_reach,0,1,5,1,147,70!160,0!8!42!211!132!1!0!0!2!16!0!64!0!0!0!0!1!0!1!0!16!44!0!0!4!8!22!32!32!0!0!0,842,0!0,0!0,722,0,0,0,723,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!50!0!0!0!0!3!0!2!0!3!2!3!3!3!3!5,1~1~1~1~2~5~5~3~4~4~2~2~3~4~4,0!0!0!0!310!0!75!0!310!75,0
